id,mz,rt,rtmin,rtmax,n_glc,mean_inten
2824,228.0807,8.67,8.53,8.76,410000,410000
2503,228.0855,8.13,7.93,8.27,470000,470000
3556,228.0991,10.19,10.07,10.36,2000000,2000000
5041,228.1049,14.11,13.76,14.22,210000,210000
624,228.1607,1.93,1.76,2.07,350000,350000
308,228.2051,1.62,1.5,1.93,1800000,1800000
978,228.2051,2.7,1.99,2.81,370000,370000
4426,229.0026,12.19,11.98,12.5,350000,350000
3033,229.0031,9.13,8.79,9.21,550000,550000
3933,229.0121,11.07,10.7,11.38,7100000,7100000
4407,229.0468,12.07,11.96,12.24,3400000,3400000
1190,229.0506,2.98,2.9,3.13,110000,110000
309,229.0541,1.62,1.56,1.9,310000,310000
1963,229.0595,6.65,6.51,6.74,180000,180000
3605,229.0677,10.3,10.19,10.41,940000,940000
5009,229.0808,13.96,13.82,14.13,71000,71000
2560,229.0831,8.22,8.1,8.27,140000,140000
3753,229.0831,10.58,10.44,10.7,730000,730000
626,229.1082,1.93,1.79,2.5,810000,810000
1028,229.1082,2.73,2.56,3.38,1200000,1200000
477,229.1446,1.84,1.64,2.1,490000,490000
1191,229.1559,2.98,2.87,3.21,140000,140000
1870,229.9195,6.22,6.08,6.37,69000,69000
3739,229.9985,10.56,10.38,10.73,770000,770000
3443,230.013,9.93,9.87,10.07,440000,440000
4812,230.0131,13.25,12.9,13.68,510000,510000
3934,230.0155,11.07,10.98,11.18,410000,410000
5031,230.076,14.02,13.76,14.16,300000,300000
461,230.1221,1.79,1.73,1.96,630000,630000
4113,230.9825,11.47,11.36,11.61,370000,370000
1548,231.0059,4.1,3.93,4.44,220000,220000
2726,231.0236,8.56,8.47,8.73,1700000,1700000
3935,231.0277,11.07,10.95,11.33,1100000,1100000
3723,231.0513,10.53,10.44,10.73,150000,150000
3754,231.0624,10.58,10.47,10.76,16000000,16000000
627,231.0875,1.93,1.87,2.27,740000,740000
1434,231.0875,3.61,3.47,4.16,1000000,1000000
3532,231.0987,10.13,10.04,10.47,1100000,1100000
1871,231.9436,6.22,5.96,6.54,980000,980000
4223,231.9787,11.76,11.64,12.01,260000,260000
4017,231.9995,11.18,11.07,11.33,260000,260000
3864,232.0106,10.93,10.81,11.18,2300000,2300000
1977,232.0592,6.68,6.48,6.8,260000,260000
3194,232.065,9.45,8.93,9.79,3500000,3500000
3755,232.0658,10.58,10.5,10.73,1400000,1400000
2996,232.0827,9.01,8.9,9.1,420000,420000
4493,232.8836,12.3,12.16,12.44,450000,450000
4973,232.9249,13.91,13.36,14.11,150000,150000
647,232.9755,1.96,1.9,2.3,5000000,5000000
444,232.9949,1.76,1.67,1.87,250000,250000
2543,232.9981,8.19,8.04,8.36,560000,560000
2341,233.0215,7.7,7.53,8.02,680000,680000
2283,233.078,7.59,7.5,7.82,200000,200000
2935,233.0781,8.87,8.76,9.01,820000,820000
3195,233.0781,9.45,9.34,9.62,3500000,3500000
3824,233.0781,10.81,10.64,11.15,580000,580000
310,233.1548,1.62,1.45,1.87,600000,600000
653,233.9761,1.99,1.93,2.3,110000,110000
4748,234.8723,13.05,12.9,13.22,150000,150000
2504,235.0396,8.13,7.99,8.3,200000,200000
2173,235.0726,7.16,6.94,7.28,780000,780000
2593,235.0726,8.3,8.1,8.41,260000,260000
1030,235.1202,2.73,2.27,2.78,2000000,2000000
4917,235.9538,13.68,13.39,13.88,87000,87000
4141,235.9918,11.53,11.33,11.7,410000,410000
1933,235.9976,6.45,6.34,6.6,73000,73000
1948,236.0038,6.6,6.4,6.97,1200000,1200000
1479,236.0098,3.78,3.58,4.27,290000,290000
3756,236.0155,10.58,10.5,10.7,340000,340000
4949,236.0158,13.85,13.73,13.99,160000,160000
4372,236.0236,11.98,11.79,12.13,2700000,2700000
2975,236.0599,8.96,8.9,9.07,290000,290000
3514,236.0777,10.1,9.9,10.19,1100000,1100000
1126,236.0929,2.87,2.81,3.24,840000,840000
385,236.1055,1.67,1.53,1.93,800000,800000
4494,236.8839,12.3,12.19,12.44,630000,630000
5428,236.9187,14.87,14.73,15.42,580000,580000
2275,236.98,7.56,7.45,7.76,570000,570000
4166,236.9882,11.58,11.33,11.9,1700000,1700000
4137,236.9994,11.5,11.36,11.64,260000,260000
871,237.0896,2.53,2.36,2.61,870000,870000
628,237.1246,1.93,1.56,1.99,1200000,1200000
4740,237.8714,12.99,12.9,13.27,140000,140000
1471,238.0068,3.73,3.61,4.01,98000,98000
2760,238.0254,8.61,8.53,8.76,640000,640000
3453,238.0756,9.96,9.87,10.1,260000,260000
872,238.0848,2.53,2.39,2.58,220000,220000
2843,238.0934,8.7,8.53,9.24,14000000,14000000
552,238.1086,1.9,1.82,1.99,380000,380000
979,238.1086,2.7,2.56,2.76,590000,590000
4741,238.8702,13.02,12.9,13.27,190000,190000
5455,238.8919,15.19,14.99,16.66,10000000,10000000
1934,238.9721,6.45,6.22,6.48,43000,43000
3024,238.9726,9.1,8.87,9.15,480000,480000
5367,238.9941,14.65,14.05,15.45,19000000,19000000
1303,239.0233,3.3,3.1,3.76,77000,77000
3667,239.0233,10.44,10.36,10.56,300000,300000
1949,239.037,6.6,6.4,6.8,590000,590000
2416,239.0399,7.87,7.79,8.13,390000,390000
2903,239.0597,8.81,8.7,9.1,1100000,1100000
134,239.0598,1.53,1.36,2.01,5100000,5100000
3668,239.0725,10.44,10.36,10.67,1000000,1000000
3077,239.0773,9.15,8.73,9.7,72000000,72000000
3669,239.0774,10.44,10.27,11.79,130000000,130000000
478,239.0926,1.84,1.62,2.36,480000,480000
1031,239.0926,2.73,2.41,2.81,500000,500000
2844,239.0967,8.7,8.56,9.07,1100000,1100000
553,239.129,1.9,1.59,2.16,310000,310000
445,239.1655,1.76,1.64,1.96,140000,140000
3670,239.1762,10.44,10.36,10.64,280000,280000
1872,239.9037,6.22,6.05,6.4,590000,590000
3116,239.9626,9.27,9.21,9.45,2700000,2700000
5300,239.9975,14.59,14.16,15.1,1100000,1100000
2761,240.0224,8.61,8.53,8.73,190000,190000
2599,240.0491,8.33,8.24,8.5,540000,540000
665,240.0595,2.13,2.01,2.39,50000,50000
3108,240.0807,9.18,8.73,9.39,6300000,6300000
3671,240.0808,10.44,10.27,11.64,12000000,12000000
2160,240.0854,7.02,6.91,7.14,410000,410000
2856,240.0977,8.73,8.59,8.79,200000,200000
874,240.1005,2.53,2.36,2.61,210000,210000
1873,240.9021,6.22,6.05,6.4,290000,290000
367,240.9136,1.64,1.59,2.16,230000,230000
4553,240.9773,12.47,12.36,12.67,590000,590000
5368,240.9923,14.65,14.19,15.07,1500000,1500000
3515,241.012,10.1,9.96,10.21,750000,750000
4167,241.0121,11.58,11.5,11.67,250000,250000
4674,241.0121,12.67,12.53,13.02,200000,200000
4079,241.0122,11.33,11.18,11.44,400000,400000
187,241.0566,1.56,1.39,1.82,520000,520000
4069,241.0598,11.3,10.93,11.93,1700000,1700000
980,241.0732,2.7,1.96,2.84,9000000,9000000
1170,241.0734,2.95,2.84,3.3,340000,340000
3078,241.0816,9.15,8.76,9.27,1400000,1400000
3694,241.0817,10.47,10.3,10.93,2100000,2100000
5026,241.0865,13.99,13.82,14.08,95000,95000
5071,241.092,14.3,14.19,14.39,1100000,1100000
2845,241.0931,8.7,8.5,8.96,1500000,1500000
554,241.1083,1.9,1.62,1.99,670000,670000
1032,241.1083,2.73,2.56,3.01,630000,630000
1241,241.1084,3.1,3.01,3.33,100000,100000
1401,241.1195,3.56,3.33,4.16,850000,850000
479,241.1447,1.84,1.62,2.01,390000,390000
312,241.2174,1.62,1.47,2.04,3500000,3500000
938,241.2174,2.67,2.1,2.81,840000,840000
1874,241.899,6.22,6.02,6.51,9300000,9300000
3117,241.9596,9.27,9.21,9.42,1900000,1900000
2624,242.0158,8.36,8.27,8.53,1600000,1600000
1283,242.047,3.24,3.07,3.56,250000,250000
2576,242.0519,8.24,7.67,8.64,11000000,11000000
3757,242.052,10.58,10.44,10.64,220000,220000
4070,242.0632,11.3,11.18,11.38,130000,130000
981,242.0766,2.7,2.41,2.78,990000,990000
3595,242.08,10.27,10.16,12.01,99000000,99000000
3606,242.0853,10.3,10.19,10.53,770000,770000
2197,242.0886,7.25,7.08,7.56,360000,360000
2795,242.0964,8.64,8.56,8.79,170000,170000
2198,242.1012,7.25,7.02,7.76,2500000,2500000
446,242.1221,1.76,1.7,1.87,290000,290000
1381,242.1229,3.53,3.38,3.64,130000,130000
629,242.1763,1.93,1.42,2.07,4500000,4500000
1033,242.1763,2.73,2.07,2.78,7400000,7400000
1192,242.1763,2.98,2.84,3.18,450000,450000
244,242.2208,1.59,1.47,1.96,550000,550000
4760,242.873,13.07,12.93,13.19,96000,96000
3378,243.03,9.82,9.7,10.01,280000,280000
3397,243.0389,9.84,9.76,10.01,200000,200000
4018,243.0423,11.18,11.04,11.7,4200000,4200000
4878,243.0475,13.5,13.39,13.68,120000,120000
4900,243.0601,13.56,13.42,13.71,71000,71000
1639,243.0624,4.64,4.44,4.96,210000,210000
2233,243.0624,7.31,7.08,8.27,11000000,11000000
3786,243.0625,10.67,10.53,10.81,1300000,1300000
4396,243.0625,12.04,11.96,12.16,460000,460000
5038,243.0754,14.08,13.82,14.19,390000,390000
3596,243.0834,10.27,10.16,10.95,7700000,7700000
630,243.0875,1.93,1.79,2.07,740000,740000
3850,243.0987,10.9,10.81,11.07,270000,270000
3672,243.0988,10.44,10.33,10.56,1200000,1200000
555,243.1239,1.9,1.67,1.96,710000,710000
1034,243.1239,2.73,2.47,3.18,460000,460000
104,243.1796,1.5,1.36,1.82,580000,580000
1035,243.1796,2.73,2.04,2.76,1200000,1200000
1172,243.1797,2.95,2.9,3.07,72000,72000
368,243.1867,1.64,1.53,1.9,450000,450000
313,243.1967,1.62,1.53,2.13,360000,360000
4448,243.8954,12.24,12.19,12.36,170000,170000
4813,243.8955,13.25,12.87,13.76,190000,190000
2654,244.0139,8.39,7.96,8.44,240000,240000
3641,244.0141,10.38,10.21,10.73,1400000,1400000
4019,244.0457,11.18,11.1,11.41,300000,300000
2234,244.0658,7.31,7.16,7.56,1000000,1000000
2825,244.0676,8.67,8.44,8.87,5100000,5100000
3597,244.0843,10.27,10.19,10.41,1400000,1400000
2796,244.0941,8.64,8.56,8.79,240000,240000
2152,244.0999,6.99,6.8,7.22,550000,550000
419,244.1378,1.73,1.64,2.13,4500000,4500000
4698,244.9976,12.73,12.61,12.9,250000,250000
1284,245.0215,3.24,3.07,3.44,140000,140000
4961,245.0237,13.88,13.79,14.02,130000,130000
3991,245.0382,11.15,11.1,11.33,160000,160000
3250,245.0433,9.56,9.45,9.73,22000000,22000000
1036,245.0667,2.73,2.7,3.07,290000,290000
2564,245.0686,8.22,8.1,8.3,180000,180000
3712,245.078,10.5,10.38,10.64,930000,930000
1668,245.0781,4.82,4.56,5.42,1300000,1300000
556,245.1032,1.9,1.82,2.33,790000,790000
3211,245.1144,9.47,9.42,9.84,1200000,1200000
3455,245.1144,9.96,9.84,10.1,1100000,1100000
420,245.1413,1.73,1.67,1.87,500000,500000
3251,245.9587,9.56,9.47,9.73,380000,380000
2577,246.0297,8.24,7.99,8.44,850000,850000
3252,246.0467,9.56,9.47,9.67,1300000,1300000
4187,246.0621,11.67,11.21,11.98,530000,530000
4599,246.0621,12.53,12.44,12.61,130000,130000
3992,246.0734,11.15,10.98,11.33,2000000,2000000
1964,246.0748,6.65,6.4,7.31,3100000,3100000
1660,246.0814,4.76,4.62,5.1,130000,130000
5072,246.9814,14.3,14.08,15.19,9500000,9500000
2254,247.0138,7.42,7.05,7.67,2400000,2400000
3886,247.0396,10.95,10.9,11.07,200000,200000
4414,247.0574,12.1,11.93,12.27,7600000,7600000
2048,247.0782,6.8,6.42,6.88,410000,410000
3787,247.0938,10.67,10.5,10.81,1100000,1100000
4655,247.1666,12.64,12.56,12.81,130000,130000
1686,247.9977,4.93,4.82,5.25,100000,100000
1461,248.0132,3.67,3.47,4.01,160000,160000
4814,248.0236,13.25,12.76,13.62,8000000,8000000
2762,248.0542,8.61,8.44,9.04,2400000,2400000
4408,248.0608,12.07,11.96,12.19,700000,700000
2386,248.0825,7.76,7.59,8.1,2900000,2900000
1978,248.9247,6.68,6.51,6.71,88000,88000
421,248.9898,1.73,1.64,2.7,1200000,1200000
5073,248.997,14.3,14.16,15.07,1400000,1400000
1648,248.9977,4.7,4.41,5.13,740000,740000
3291,249.0222,9.62,9.53,9.87,12000000,12000000
469,249.0324,1.82,1.73,2.36,7200000,7200000
1137,249.0324,2.9,2.84,3.04,160000,160000
2797,249.0468,8.64,8.56,8.76,360000,360000
2049,249.0493,6.8,6.42,7.31,2000000,2000000
3517,249.0552,10.1,10.04,10.5,1200000,1200000
1474,249.0631,3.76,3.5,4.33,1200000,1200000
2387,249.0789,7.76,7.56,8.27,12000000,12000000
2388,249.0856,7.76,7.67,7.93,270000,270000
3417,249.1094,9.87,9.76,10.07,590000,590000
105,249.1497,1.5,1.42,2.13,580000,580000
4051,249.985,11.24,11.1,11.36,250000,250000
4816,250.0194,13.25,12.93,13.42,380000,380000
3317,250.0255,9.67,9.56,9.73,560000,560000
4827,250.0279,13.27,13.1,13.39,86000,86000
3782,250.0311,10.64,10.5,10.73,140000,140000
470,250.0357,1.82,1.76,2.07,960000,960000
1173,250.0699,2.95,2.87,3.38,450000,450000
2371,250.0822,7.73,7.59,8.04,1000000,1000000
2031,250.9956,6.77,6.45,6.85,190000,190000
3954,251.0039,11.1,11.04,11.24,110000,110000
3292,251.0179,9.62,9.53,9.73,1200000,1200000
4890,251.0417,13.53,13.39,13.76,240000,240000
3713,251.0523,10.5,10.44,10.64,230000,230000
2405,251.0831,7.82,7.67,7.9,160000,160000
497,251.1291,1.87,1.84,2.1,210000,210000
246,251.2018,1.59,1.53,1.87,360000,360000
4675,251.4699,12.67,12.56,12.93,420000,420000
4449,251.8676,12.24,12.19,12.39,700000,700000
4554,251.96190000000001,12.47,12.33,13.1,4300000,4300000
880,252.1005,2.53,2.39,2.61,460000,460000
2050,252.1453,6.8,6.6,7.02,720000,720000
4555,252.4627,12.47,12.39,12.61,430000,430000
4224,252.4908,11.76,11.61,12.19,1000000,1000000
5461,252.8927,15.22,15.04,15.25,85000,85000
4523,252.915,12.36,12.19,12.47,270000,270000
4704,252.9607,12.76,12.73,12.93,66000,66000
4094,252.9608,11.44,11.36,11.53,120000,120000
4114,252.9733,11.47,11.36,11.61,530000,530000
3806,253.0097,10.73,10.64,10.84,520000,520000
3807,253.0502,10.73,10.61,10.98,1200000,1200000
3518,253.0566,10.1,9.99,10.24,450000,450000
1193,253.0695,2.98,2.9,3.1,140000,140000
2884,253.093,8.79,8.67,8.93,360000,360000
631,253.1083,1.93,1.76,2.16,260000,260000
2506,253.1172,8.13,8.02,8.22,190000,190000
447,253.1236,1.76,1.67,1.93,780000,780000
498,253.1447,1.87,1.56,2.04,1200000,1200000
247,253.2174,1.59,1.47,2.1,9000000,9000000
939,253.2175,2.67,2.1,2.81,1200000,1200000
2655,253.9081,8.39,8.3,8.5,550000,550000
1728,254.0107,5.22,5.02,5.91,170000,170000
3557,254.0784,10.19,10.04,10.36,3500000,3500000
3772,254.0784,10.61,10.58,10.76,73000,73000
4320,254.0784,11.9,11.81,12.01,180000,180000
2111,254.0802,6.91,6.65,8.02,5200000,5200000
248,254.2208,1.59,1.47,2.01,1500000,1500000
4478,254.8945,12.27,12.19,12.41,680000,680000
4514,254.904,12.33,12.19,12.47,120000,120000
3955,254.9135,11.1,11.04,11.3,160000,160000
4450,254.9496,12.24,12.16,12.47,440000,440000
5333,254.9681,14.62,14.48,15.25,1300000,1300000
2372,255.0351,7.73,7.59,8.02,580000,580000
2905,255.0723,8.81,8.7,9.18,420000,420000
2112,255.0836,6.91,6.77,7.22,670000,670000
1037,255.0877,2.73,2.44,2.81,1700000,1700000
1516,255.089,3.9,3.7,4.04,640000,640000
5074,255.1077,14.3,14.08,14.84,11000000,11000000
558,255.1239,1.9,1.7,2.3,480000,480000
2522,255.1328,8.16,8.02,8.27,340000,340000
249,255.233,1.59,1.45,2.07,130000000,130000000
188,255.239,1.56,1.5,1.96,880000,880000
250,255.3421,1.59,1.53,1.87,320000,320000
2670,255.9052,8.41,8.3,8.5,430000,430000
2626,256.0315,8.36,8.27,8.59,1500000,1500000
3825,256.0315,10.81,10.73,10.9,650000,650000
2243,256.0595,7.34,6.8,7.56,1800000,1800000
2591,256.0595,8.27,8.19,8.53,370000,370000
2137,256.0772,6.97,6.71,7.79,1800000,1800000
2885,256.094,8.79,8.61,8.96,1600000,1600000
5080,256.111,14.33,14.22,14.48,1100000,1100000
2212,256.1556,7.28,7.11,7.93,620000,620000
189,256.2364,1.56,1.45,2.01,23000000,23000000
941,256.2365,2.67,2.01,3.5,4600000,4600000
4115,256.9944,11.47,11.38,11.61,170000,170000
2685,257.0323,8.44,8.3,8.5,230000,230000
3865,257.0337,10.93,10.81,11.01,340000,340000
4999,257.0631,13.93,13.76,14.05,270000,270000
5010,257.0757,13.96,13.76,14.05,540000,540000
2686,257.0781,8.44,8.27,8.56,6200000,6200000
3724,257.0781,10.53,10.41,10.64,890000,890000
632,257.1032,1.93,1.67,2.47,700000,700000
1038,257.1032,2.73,2.53,2.78,790000,790000
1039,257.1395,2.73,2.5,2.78,520000,520000
559,257.1396,1.9,1.64,1.99,780000,780000
1556,257.176,4.13,3.9,4.47,240000,240000
2671,257.9933,8.41,8.27,8.53,1900000,1900000
480,258.0079,1.84,1.82,2.19,120000,120000
1316,258.0233,3.33,3.24,3.64,150000,150000
2482,258.0297,8.1,7.93,8.24,590000,590000
3788,258.0386,10.67,10.56,10.84,1600000,1600000
3993,258.0387,11.15,10.9,11.3,360000,360000
2627,258.0813,8.36,8.3,8.53,700000,700000
400,258.1534,1.7,1.62,1.99,2000000,2000000
3079,258.9823,9.15,9.01,9.56,24000000,24000000
1550,259.0008,4.1,3.99,4.39,130000,130000
4225,259.0131,11.76,11.61,11.87,550000,550000
4116,259.0132,11.47,11.33,11.61,120000,120000
4177,259.0226,11.61,11.44,12.19,8600000,8600000
4043,259.0227,11.21,11.01,11.44,6600000,6600000
1966,259.0548,6.65,6.4,6.74,160000,160000
3725,259.0573,10.53,10.44,10.67,1200000,1200000
633,259.0824,1.93,1.82,2.3,370000,370000
1040,259.0824,2.73,2.53,3.01,430000,430000
252,259.1116,1.59,1.45,1.82,990000,990000
1041,259.1188,2.73,2.41,3.21,500000,500000
2966,259.1301,8.93,8.79,9.13,630000,630000
561,259.1552,1.9,1.73,2.01,280000,280000
4479,259.8396,12.27,12.19,12.41,800000,800000
3080,259.9857,9.15,9.04,9.24,1500000,1500000
1080,260.0082,2.76,2.7,3.07,600000,600000
1285,260.0084,3.24,3.07,3.44,160000,160000
2565,260.0228,8.22,7.99,8.27,310000,310000
3741,260.0236,10.56,10.38,10.78,2300000,2300000
4178,260.026,11.61,11.5,11.79,490000,490000
4052,260.0261,11.24,11.07,11.38,440000,440000
2523,260.0454,8.16,7.9,8.44,1600000,1600000
3469,260.046,9.99,9.93,10.1,250000,250000
1490,260.0542,3.81,3.58,4.22,160000,160000
2373,260.0575,7.73,7.53,8.1,1100000,1100000
2010,260.0596,6.74,6.51,6.94,470000,470000
3540,260.0889,10.16,10.07,10.27,930000,930000
3808,260.089,10.73,10.61,10.84,130000,130000
3909,260.089,11.01,10.9,11.15,660000,660000
4053,260.1254,11.24,11.13,11.33,96000,96000
5449,260.8739,15.13,14.9,15.91,1500000,1500000
3081,260.9803,9.15,9.01,9.47,24000000,24000000
4361,261.0076,11.96,11.76,12.16,540000,540000
2307,261.0414,7.65,7.47,7.99,730000,730000
2409,261.0467,7.85,7.67,8.07,450000,450000
2264,261.0468,7.47,7.08,7.67,1600000,1600000
3008,261.0468,9.04,8.7,9.21,770000,770000
3789,261.073,10.67,10.47,10.84,14000000,14000000
4409,261.073,12.07,11.93,12.24,24000000,24000000
3887,261.1094,10.95,10.81,11.15,1000000,1000000
562,261.1346,1.9,1.76,1.96,240000,240000
2077,261.182,6.85,6.74,6.99,470000,470000
3082,261.9837,9.15,9.04,9.24,1300000,1300000
3519,262.0246,10.1,9.99,10.21,640000,640000
4707,262.057,12.79,12.7,12.9,210000,210000
2920,262.0573,8.84,8.7,8.96,380000,380000
1798,262.0602,5.79,5.47,5.99,170000,170000
2870,262.0698,8.76,8.5,9.07,3100000,3100000
3783,262.0701,10.64,10.56,10.73,110000,110000
4410,262.0703,12.07,11.98,12.16,210000,210000
3244,262.0741,9.53,9.45,9.65,1000000,1000000
3790,262.0764,10.67,10.53,10.78,1400000,1400000
4397,262.0764,12.04,11.96,12.19,2300000,2300000
5406,262.9553,14.76,14.45,15.65,6700000,6700000
4385,262.9632,12.01,11.84,12.19,260000,260000
2410,263.0087,7.85,7.7,8.1,210000,210000
5081,263.0127,14.33,14.05,15.62,18000000,18000000
1950,263.0231,6.6,6.37,6.94,260000,260000
1475,263.0288,3.76,3.58,4.36,470000,470000
2308,263.0384,7.65,7.53,7.85,220000,220000
4080,263.0417,11.33,11.18,11.44,260000,260000
1286,263.0442,3.24,3.13,3.81,450000,450000
2244,263.0443,7.34,7.28,7.62,290000,290000
2846,263.0625,8.7,8.53,8.84,790000,790000
2859,263.0732,8.73,8.53,8.87,310000,310000
3791,263.0773,10.67,10.56,10.76,240000,240000
4398,263.0773,12.04,11.96,12.16,390000,390000
2566,263.0973,8.22,8.13,8.44,4500000,4500000
3485,263.125,10.04,9.93,10.13,370000,370000
4226,263.4755,11.76,11.58,12.33,16000000,16000000
4227,263.9764,11.76,11.64,12.13,2200000,2200000
2763,264.0189,8.61,8.47,8.73,250000,250000
2826,264.0281,8.67,8.53,8.7,130000,130000
1296,264.029,3.27,3.1,3.44,120000,120000
1794,264.0572,5.76,5.56,5.96,69000,69000
5429,264.9137,14.87,14.79,15.07,220000,220000
4533,264.9427,12.41,12.27,12.5,5900000,5900000
5413,264.9535,14.79,14.65,15.27,460000,460000
5369,264.971,14.65,14.53,15.02,760000,760000
4083,264.9734,11.36,11.24,11.44,460000,460000
4229,264.976,11.76,11.64,11.87,270000,270000
3418,265.0209,9.87,9.79,10.01,210000,210000
1297,265.0413,3.27,3.13,3.44,140000,140000
2764,265.0444,8.61,8.5,8.73,820000,820000
5011,265.0573,13.96,13.73,14.08,1200000,1200000
1693,265.0581,4.99,4.84,5.45,300000,300000
3815,265.0832,10.76,10.64,10.95,6400000,6400000
75,265.148,1.47,1.39,2.36,3200000,3200000
942,265.148,2.67,2.36,2.73,520000,520000
386,265.181,1.67,1.62,1.9,230000,230000
1705,266.0083,5.05,4.87,5.13,69000,69000
5012,266.0606,13.96,13.79,14.05,80000,80000
2345,266.0678,7.7,7.62,7.9,220000,220000
3816,266.0865,10.76,10.64,10.9,770000,770000
3533,266.0883,10.13,9.99,10.24,470000,470000
2967,267.0723,8.93,8.79,9.07,370000,370000
3695,267.0723,10.47,10.27,10.7,1600000,1600000
1589,267.0736,4.36,4.22,4.44,250000,250000
1945,267.0736,6.57,6.4,6.65,190000,190000
481,267.1603,1.84,1.73,1.96,210000,210000
191,267.2331,1.56,1.45,2.04,2200000,2200000
4557,267.937,12.47,12.33,12.59,250000,250000
136,268.2364,1.53,1.47,1.9,280000,280000
4117,268.9383,11.47,11.38,11.58,140000,140000
106,268.9832,1.5,1.39,1.79,430000,430000
4605,268.9975,12.56,12.41,12.76,350000,350000
2947,269.0005,8.9,8.76,9.15,420000,420000
2976,269.0131,8.96,8.67,9.15,650000,650000
2425,269.0505,7.9,7.79,8.16,590000,590000
2309,269.0548,7.65,7.45,7.87,580000,580000
2579,269.088,8.24,7.73,8.59,25000000,25000000
1043,269.1032,2.73,2.47,2.98,550000,550000
563,269.1033,1.9,1.62,2.01,510000,510000
1230,269.1034,3.07,3.04,3.24,51000,51000
253,269.1313,1.59,1.5,1.87,750000,750000
401,269.1396,1.7,1.56,2.07,670000,670000
943,269.1396,2.67,2.07,2.7,250000,250000
315,269.2123,1.62,1.53,1.9,1300000,1300000
192,269.2487,1.56,1.45,1.96,3300000,3300000
2318,269.9793,7.67,7.56,7.79,280000,280000
4807,269.9931,13.22,12.99,13.45,230000,230000
4817,270.0057,13.25,12.9,13.42,250000,250000
2628,270.0471,8.36,8.24,8.53,630000,630000
3338,270.0767,9.73,9.65,9.96,1600000,1600000
2580,270.0914,8.24,7.9,8.5,2500000,2500000
944,270.1019,2.67,2.47,2.73,2100000,2100000
254,270.2521,1.59,1.45,1.9,510000,510000
3456,270.9346,9.96,9.82,10.04,280000,280000
2346,270.9756,7.7,7.45,8.04,1100000,1100000
3323,271.0041,9.7,9.5,9.96,13000000,13000000
2299,271.0518,7.62,7.5,7.76,210000,210000
2319,271.0702,7.67,7.56,7.99,500000,500000
564,271.0825,1.9,1.87,2.07,250000,250000
2582,271.0922,8.24,8.04,8.3,410000,410000
2827,271.1036,8.67,8.53,8.79,480000,480000
422,271.1189,1.73,1.62,2.39,790000,790000
1115,271.1189,2.84,2.81,3.04,110000,110000
1242,271.1191,3.1,3.04,3.3,65000,65000
565,271.1553,1.9,1.67,1.96,300000,300000
255,271.228,1.59,1.47,2.1,3500000,3500000
946,271.228,2.67,2.1,2.76,560000,560000
4761,271.473,13.07,12.93,13.68,600000,600000
4321,272.0002,11.9,11.73,12.21,3400000,3400000
2656,272.009,8.39,8.24,8.61,1800000,1800000
3826,272.0091,10.81,10.7,10.9,730000,730000
2138,272.0228,6.97,6.77,7.16,580000,580000
2483,272.0454,8.1,7.93,8.27,630000,630000
3651,272.0542,10.41,10.36,10.56,830000,830000
1454,272.0577,3.64,3.5,3.87,120000,120000
3558,272.0889,10.19,10.04,10.98,25000000,25000000
4322,272.089,11.9,11.7,12.19,1200000,1200000
2139,272.0991,6.97,6.62,7.67,1600000,1600000
76,272.1195,1.47,1.39,1.99,1300000,1300000
388,272.1691,1.67,1.62,1.9,370000,370000
256,272.2314,1.59,1.47,2.39,450000,450000
4941,272.8834,13.76,13.36,14.02,180000,180000
3842,272.9549,10.84,10.67,10.87,240000,240000
3339,272.9999,9.73,9.53,9.84,980000,980000
4634,273.0105,12.61,12.47,13.1,1900000,1900000
4616,273.0231,12.59,12.53,12.79,94000,94000
1371,273.0342,3.5,3.3,4.1,1100000,1100000
3851,273.0383,10.9,10.78,11.24,3700000,3700000
671,273.0923,2.19,2.13,2.36,54000,54000
3559,273.0923,10.19,10.04,10.33,2700000,2700000
4880,273.0945,13.5,13.39,14.05,410000,410000
1044,273.0981,2.73,2.44,3.01,470000,470000
499,273.0982,1.87,1.79,2.44,2200000,2200000
3253,273.1206,9.56,9.45,9.67,1300000,1300000
77,273.1273,1.47,1.39,2.04,14000000,14000000
947,273.1273,2.67,2.47,2.76,6300000,6300000
1045,273.1344,2.73,2.13,2.81,580000,580000
566,273.1345,1.9,1.59,2.13,1100000,1100000
1175,273.1347,2.95,2.87,3.33,110000,110000
1204,273.1709,3.01,2.9,3.13,130000,130000
4558,273.4649,12.47,12.36,12.67,450000,450000
78,273.629,1.47,1.39,2.04,3300000,3300000
948,273.6291,2.67,2.44,2.84,1600000,1600000
4656,273.9425,12.64,12.5,13.22,460000,460000
4323,273.996,11.9,11.79,12.04,150000,150000
3995,274.0064,11.15,11.07,11.27,81000,81000
1932,274.0243,6.42,6.4,6.57,61000,61000
4118,274.0255,11.47,11.38,11.61,2000000,2000000
1372,274.0375,3.5,3.38,3.64,160000,160000
2187,274.0385,7.22,7.08,7.34,550000,550000
3852,274.0416,10.9,10.81,11.01,170000,170000
2525,274.0611,8.16,7.79,8.3,920000,920000
2567,274.0785,8.22,7.96,8.3,410000,410000
3560,274.0932,10.19,10.07,10.27,340000,340000
2140,274.0966,6.97,6.8,7.05,250000,250000
2922,274.1047,8.84,8.73,8.96,630000,630000
