"peak_id","medMz","medRt","log10_inten","class","formula","ppm_error","annotation"
2774,142.2022,14.45,4.77,"Unknown","Unknown",-0.17,"Unknown"
2775,430.9804,13.92,4.57,"Artifact","C10H15K2N3O9S1",-0.2,"Peak 1291 C10H17N3O9S1 + H-2K2 -> C10H15K2N3O9S1"
2776,187.0956,7.09,4.8,"Putative metabolite","C7H13N3O3",0.49,"N-Acetylglutamine C7H12N2O4 - H-1N-1O1 -> C7H13N3O3"
2777,118.9217,13.01,4.71,"Unknown","Unknown",-0.2,"Unknown"
2778,459.9688,13.93,4.79,"Artifact","C11H15K2N2O11P1",-0.09,"Uridine 5'-monophosphate C9H13N2O9P1 + H-1K1 -> C9H12K1N2O9P1 + C2H3K1O2 -> C11H15K2N2O11P1"
2779,377.1257,13,4.69,"Putative metabolite","C14H23N3O7S1",-0.08,"Tyrosyl-Valine C14H20N2O4 + O3S1 -> C14H20N2O7S1 + H3N1 -> C14H23N3O7S1"
2780,227.0558,13.58,4.71,"Putative metabolite","C11F3H8N1O1",-0.01,"Leflunomide C12F3H9N2O2 - C1O2 -> C11F3H9N2 + H-1N-1O1 -> C11F3H8N1O1"
2781,389.1956,2.08,4.67,"Artifact","[13]C1C18H32O6S1",-0.73,"2-Dodecylbenzenesulfonic acid C18H30O3S1 + [13]C1C-1 -> [13]C1C17H30O3S1 + C1H2O3 -> [13]C1C18H32O6S1"
2782,356.9348,13.89,4.66,"Artifact","[13]C1C6H11K3O9",-0.05,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 1704 -> C7H11K3O9 + [13]C1C-1 -> [13]C1C6H11K3O9"
2783,325.0442,13.68,4.59,"Artifact","C7H17K1N3O7P1",-0.25,"Peak 1367 C7H18N3O7P1 + H-1K1 -> C7H17K1N3O7P1"
2784,131.0218,8.84,4.83,"Metabolite","C4H5N1O4",0.44,"Iminoaspartic acid C4H5N1O4"
2785,303.1066,8.79,4.57,"Artifact","C11H17N3O7",0.16,"5-Methylcytidine C10H15N3O5 + C1H2O2 -> C11H17N3O7"
2786,169.9782,13.42,4.77,"Artifact","C3Cr1H6N2O3",0.88,"Ureidopropionic acid C4H8N2O3 + Cr1O3 -> C4Cr1H8N2O6 - C1O2 -> C3Cr1H8N2O4 - H2O1 -> C3Cr1H6N2O3"
2787,443.7461,13.85,4.55,"Artifact","H4K4O12S2Si1",0.16,"KHSO4 H1K1O4S1 + H1K1O4S1 + Peak 3105 -> H4K4O12S2Si1"
2788,163.9471,2.6,4.61,"Unknown","Unknown",-0.14,"Unknown"
2789,281.9923,13.83,4.62,"Unknown","Unknown",-0.08,"Unknown"
2790,281.0681,13.96,4.74,"Putative metabolite","C8H15N3O6S1",0.2,"Asparaginyl-Aspartic acid C8H13N3O6 + H2S1 -> C8H15N3O6S1"
2791,391.1414,12.33,4.25,"Putative metabolite","C15H25N3O7S1",-0.2,"Lysyl-Tyrosine C15H23N3O4 + O3S1 -> C15H23N3O7S1 + H2 -> C15H25N3O7S1"
2792,334.2356,2.76,4.59,"Putative metabolite","C17H34O6",-0.18,"(S)-10,16-Dihydroxyhexadecanoic acid C16H32O4 + C1O1 -> C17H32O5 + H2O1 -> C17H34O6"
2793,375.1797,2.09,4.68,"Artifact","[13]C1C17H30O6S1",-0.1,"N-Undecylbenzenesulfonic acid C17H28O3S1 + [13]C1C-1 -> [13]C1C16H28O3S1 + C1H2O3 -> [13]C1C17H30O6S1"
2794,434.2034,13.61,4.68,"Artifact","[18]O1C14H33N4O8P1",-1.47,"Citrulline C6H13N3O3 + Peak 1326 -> C14H33N4O9P1 + [18]O1O-1 -> [18]O1C14H33N4O8P1"
2795,321.063,13.7,4.73,"Putative metabolite","C10H15N3O7S1",0.22,"S-Formylglutathione C11H17N3O7S1 - C1H2 -> C10H15N3O7S1"
2796,203.0078,13.37,4.6,"Artifact","[13]C1C3Cr1H10N2O4",0.59,"L-Glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3 + Cr1O3 -> [13]C1C4Cr1H10N2O6 - C1O2 -> [13]C1C3Cr1H10N2O4"
2797,134.0344,13.59,4.77,"Artifact","Ring_artifact_C4H6O5",-0.18,"L-Malic acid C4H6O5 + Ring_artifact -> Ring_artifact_C4H6O5"
2798,252.0858,7.19,4.79,"Metabolite","C10H12N4O4",0.22,"Deoxyinosine C10H12N4O4"
2799,440.3655,2.3,4.75,"Metabolite","C30H48O2",-0.16,"4,4-Dimethyl-14a-formyl-5a-cholesta-8,24-dien-3b-ol C30H48O2"
2800,272.0772,8.72,4.83,"Artifact","C12H13N2Na1O4",0.37,"L-Tryptophan C11H12N2O2 + C1H1Na1O2 -> C12H13N2Na1O4"
2801,309.1172,11.29,4.76,"Putative metabolite","C10H19N3O8",0.05,"Distichonic acid A C10H18N2O8 + H1N1 -> C10H19N3O8"
2802,481.3167,7.1,4.66,"Metabolite","C23H48N1O7P1",0.29,"LysoPC(15:0) C23H48N1O7P1"
2803,484.972,14.39,4.65,"Artifact","[13]C1C8H15N2O15P3",-0.24,"Uridine triphosphate C9H15N2O15P3 + [13]C1C-1 -> [13]C1C8H15N2O15P3"
2804,177.0767,11.3,4.76,"Artifact","[15]N1C6H12N1O4",0.24,"L-2-Amino-4-methylenepentanedioic acid C6H9N1O4 + H3N1 -> C6H12N2O4 + [15]N1N-1 -> [15]N1C6H12N1O4"
2805,436.259,3.08,4.74,"Metabolite","C21H41O7P1",-0.02,"LysoPA(0:0/18:1(9Z)) C21H41O7P1"
2806,305.0899,13,4.61,"Metabolite","C15H15N1O6",0.12,"Ascorbigen C15H15N1O6"
2807,243.1915,2.68,4.74,"Artifact","[13]C1C13H26O3",0.2,"3-Oxotetradecanoic acid C14H26O3 + [13]C1C-1 -> [13]C1C13H26O3"
2808,249.1728,2.61,4.7,"Metabolite","C15H23N1O2",0.32,"Alprenolol C15H23N1O2"
2809,204.0569,7.2,4.74,"Artifact","C7H12N2O3S1",-0.18,"N-Formyl-L-methionine C6H11N1O3S1 + C1H1N1 -> C7H12N2O3S1"
2810,168.0694,4.2,4.61,"Artifact","[13]C2C7H10O3",1.81,"3-(3-Hydroxyphenyl)propanoic acid C9H10O3 + [13]C1C-1 -> [13]C1C8H10O3 + [13]C1C-1 -> [13]C2C7H10O3"
2811,197.9219,2.33,4.8,"Unknown","Unknown",-0.12,"Unknown"
2812,116.2445,4.24,4.58,"Unknown","Unknown",-0.2,"Unknown"
2813,356.143,11.3,4.8,"Artifact","C12H24N2O10",0.27,"Peak 1039 C10H21N1O10 + C2H3N1 -> C12H24N2O10"
2814,205.0374,7.49,4.78,"Metabolite","C10H7N1O4",0.53,"Xanthurenic acid C10H7N1O4"
2815,359.1428,13,4.4,"Artifact","C12H25N1O11",-0.11,"Peak 4395 C10H21N1O9 + C2H4O2 -> C12H25N1O11"
2816,266.0701,9.06,4.78,"Artifact","C10H15N2Na1O3S1",0.03,"Biotin C10H16N2O3S1 + H-1Na1 -> C10H15N2Na1O3S1"
2817,437.7809,13.93,4.72,"Artifact","C4H3K5O12",0.19,"KHCO3 C1H1K1O3 + C1H2O3 + H-2K2 -> C2H1K3O6 + C1H1K1O3 -> C3H2K4O9 + C1H1K1O3 -> C4H3K5O12"
2818,283.128,13.05,4.72,"Metabolite","C11H17N5O4",0.19,"Glutaminylhistidine C11H17N5O4"
2819,283.1268,12.1,4.28,"Putative metabolite","C10H21N1O8",-0.29,"Arabinopyranobiose C10H18O9 + H3N1O-1 -> C10H21N1O8"
2820,249.1041,11.29,4.76,"Artifact","[13]C1C8H16N2O6",0.37,"Alanyl-Hydroxyproline C8H14N2O4 + C1H2O2 -> C9H16N2O6 + [13]C1C-1 -> [13]C1C8H16N2O6"
2821,250.1933,2.61,4.6,"Metabolite","C16H26O2",-0.08,"Norambreinolide C16H26O2"
2822,344.0767,13.67,4.77,"Artifact","C10H17N4Na1O6S1",-0.15,"Peak 230 C10H18N4O6S1 + H-1Na1 -> C10H17N4Na1O6S1"
2823,608.2973,13.62,4.69,"Artifact","[13]C1C19H46N7O12P1",0.43,"Citrulline C6H13N3O3 + Peak 226 -> C20H46N7O12P1 + [13]C1C-1 -> [13]C1C19H46N7O12P1"
2824,483.1746,13.38,4.69,"Artifact","[13]C1C14H28N6Na2O9",0.15,"Peak 4150 C9H19N3O6 + C1H1N1 -> C10H20N4O6 + H-1Na1 -> C10H19N4Na1O6 + Peak 550 -> C15H28N6Na2O9 + [13]C1C-1 -> [13]C1C14H28N6Na2O9"
2825,305.094,7.59,4.79,"Artifact","[13]C1C10H16N2O8",0.07,"N-Acetylaspartylglutamic acid C11H16N2O8 + [13]C1C-1 -> [13]C1C10H16N2O8"
2826,175.0729,11.26,4.47,"Artifact","[18]O1C7H11N1O3",0.88,"N-Acetyl-L-glutamate 5-semialdehyde C7H11N1O4 + [18]O1O-1 -> [18]O1C7H11N1O3"
2827,175.0728,10.32,3.79,"Artifact","[18]O1C7H11N1O3",1.45,"N-Acetyl-L-glutamate 5-semialdehyde C7H11N1O4 + [18]O1O-1 -> [18]O1C7H11N1O3"
2828,255.9947,13.45,4.82,"Unknown","Unknown",-0.09,"Unknown"
2829,297.9259,13.9,4.7,"Artifact","C5H9K3O7",0.16,"CH3COOK C2H3K1O2 + C2H4O2 + H1K1O1 -> C4H8K2O5 + C1H1K1O2 -> C5H9K3O7"
2830,793.5472,4.45,4.78,"Putative metabolite","C41H80N1O11P1",-0.38,"PS(16:0/18:0) C40H78N1O10P1 + C1H2O1 -> C41H80N1O11P1"
2831,365.195,7.1,4.81,"Putative metabolite","C18H27N3O5",0.19,"Isoleucyl-Tryptophan C17H23N3O3 + H2O1 -> C17H25N3O4 + C1H2O1 -> C18H27N3O5"
2832,320.0968,7.99,4.59,"Putative metabolite","C10H16N4O8",0.04,"Vicine C10H16N4O7 + O1 -> C10H16N4O8"
2833,320.0968,7.25,4.79,"Artifact","C10H16N4O8",0.04,"5-Methylcytidine C10H15N3O5 + H1N1O3 -> C10H16N4O8"
2834,318.1063,5.3,4.82,"Artifact","C12H18N2O8",0.05,"Ribothymidine C10H14N2O6 + C2H4O2 -> C12H18N2O8"
2835,318.1063,13.78,4.76,"Putative metabolite","C12H18N2O8",0.05,"N-(1-Deoxy-1-fructosyl)histidine C12H19N3O7 + H-1N-1O1 -> C12H18N2O8"
2836,190.0378,7.15,4.78,"Metabolite","C9H6N2O3",0.22,"Nitroxoline C9H6N2O3"
2837,196.033,11.29,4.65,"Artifact","C4H8N2O7",0.77,"L-Aspartic acid C4H7N1O4 + H1N1O3 -> C4H8N2O7"
2838,295.251,2.82,4.68,"Putative metabolite","C18H33N1O2",0.44,"Linoleic acid C18H32O2 + H1N1 -> C18H33N1O2"
2839,149.0312,7.11,4.68,"Artifact","[34]S1C5H9N1O2",-0.03,"Thiomorpholine 3-carboxylate C5H9N1O2S1 + [34]S1S-1 -> [34]S1C5H9N1O2"
2840,149.0313,8.74,3.95,"Artifact","[34]S1C5H9N1O2",-0.7,"Thiomorpholine 3-carboxylate C5H9N1O2S1 + [34]S1S-1 -> [34]S1C5H9N1O2"
2841,647.0357,13.77,4.74,"Artifact","[41]K1C17H26N3O17P2",-0.2,"Uridine diphosphate-N-acetylglucosamine C17H27N3O17P2 + H-1K1 -> C17H26K1N3O17P2 + [41]K1K-1 -> [41]K1C17H26N3O17P2"
2842,269.0779,8.65,4.82,"Artifact","[15]N1C10H12N3O5",-0.36,"Inosine C10H12N4O5 + [15]N1N-1 -> [15]N1C10H12N3O5"
2843,274.0454,13.67,4.71,"Artifact","C7H15O9P1",-0.11,"Deoxyribose 5-phosphate C5H11O7P1 + C2H4O2 -> C7H15O9P1"
2844,134.1845,13.54,4.64,"Unknown","Unknown",-0.18,"Unknown"
2845,460.1768,13.37,4.72,"Putative metabolite","C21H32O9S1",-0.21,"N-Undecylbenzenesulfonic acid C17H28O3S1 - C2H4 -> C15H24O3S1 + C6H8O6 -> C21H32O9S1"
2846,760.5086,3.04,4.75,"Artifact","[13]C1C39H74N1O10P1",-0.28,"PS(16:0/18:2(9Z,12Z)) C40H74N1O10P1 + [13]C1C-1 -> [13]C1C39H74N1O10P1"
2847,246.0736,7.59,4.4,"Artifact","[18]O1C9H12N2O5",0.74,"Uridine C9H12N2O6 + [18]O1O-1 -> [18]O1C9H12N2O5"
2848,338.0479,14.19,4.76,"Unknown","Unknown",-0.07,"Unknown"
2849,200.01,13.37,4.73,"Artifact","C5H5N4O3P1",-0.37,"Peak 2353 C6H5N4O5P1 - C1O2 -> C5H5N4O3P1"
2850,593.8188,13.91,4.51,"Artifact","[41]K1C8H14K4O16P1",-0.34,"Methylphosphate C1H5O4P1 + C1H2O2 + Peak 1550 -> C8H14K5O16P1 + [41]K1K-1 -> [41]K1C8H14K4O16P1"
2851,380.0721,13.91,4.59,"Artifact","C12H21K1O11",-0.02,"Melibiose C12H22O11 + H-1K1 -> C12H21K1O11"
2852,380.0722,14.81,4.14,"Artifact","C12H21K1O11",-0.28,"Melibiose C12H22O11 + H-1K1 -> C12H21K1O11"
2853,149.0766,13.4,4.77,"Artifact","[13]C1[18]O1C4H10N2O2",0.96,"L-Glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3 + [18]O1O-1 -> [13]C1[18]O1C4H10N2O2"
2854,167.0217,13.36,5.62,"Metabolite","C7H5N1O4",0.94,"Quinolinic acid C7H5N1O4"
2855,217.06,13.61,4.7,"Artifact","[18]O1C5H14N1O5P1",0.55,"Phosphodimethylethanolamine C4H12N1O4P1 + C1H2O2 -> C5H14N1O6P1 + [18]O1O-1 -> [18]O1C5H14N1O5P1"
2856,165.0121,8.85,4.91,"Artifact","Ring_artifact_C9H11N1O2",-0.14,"L-Phenylalanine C9H11N1O2 + Ring_artifact -> Ring_artifact_C9H11N1O2"
2857,160.0928,7.1,4.7,"Artifact","[13]C1C6H13N1O3",0.61,"2-Methylbutyrylglycine C7H13N1O3 + [13]C1C-1 -> [13]C1C6H13N1O3"
2858,199.9905,14.24,4.78,"Artifact","C3H9O6P1Si1",0.5,"H3PO4 H3O4P1 - H2O1 -> H1O3P1 + C3H8O3Si1 -> C3H9O6P1Si1"
2859,337.0581,13.68,4.78,"Putative metabolite","C10H15N3O8S1",-0.34,"5-Methylcytidine C10H15N3O5 + O3S1 -> C10H15N3O8S1"
2860,337.0581,14,4.78,"Artifact","C10H15N3O8S1",-0.34,"Peak 1291 C10H17N3O9S1 - H2O1 -> C10H15N3O8S1"
2861,123.9925,14.37,4.74,"Putative metabolite","C2H5O4P1",0.36,"Ethylphosphate C2H7O4P1 - H2 -> C2H5O4P1"
2862,406.161,13.56,4.55,"Artifact","[18]O1C13H29N2O9P1",-1.9,"Peak 3049 C11H26N1O10P1 + C2H3N1 -> C13H29N2O10P1 + [18]O1O-1 -> [18]O1C13H29N2O9P1"
2863,335.9029,13.94,4.61,"Artifact","C5H8K3Na1O8",-0.28,"KHCO3 C1H1K1O3 + C2H3K1O2 + C2H3K1O2 -> C5H7K3O7 + H1Na1O1 -> C5H8K3Na1O8"
2864,288.1361,2.73,4.59,"Metabolite","C17H20O4",0.21,"4'-Methoxymucidin C17H20O4"
2865,231.1217,11.26,4.76,"Metabolite","C9H17N3O4",0.89,"Asparaginyl-Valine C9H17N3O4"
2866,282.0615,7.84,5.09,"Artifact","C9Cl1H15N2O6",1.29,"5,6-Dihydrouridine C9H14N2O6 + Cl1H1 -> C9Cl1H15N2O6"
2867,282.058,11.27,4.46,"Artifact","C8H11N4Na1O6",-1.32,"N-Acetylhistidine C8H11N3O3 + N1Na1O3 -> C8H11N4Na1O6"
2868,282.0599,13.37,4.38,"Artifact","[13]C1C7H15N1O8Si1",0.52,"A-Ketoglutaric acid oxime C5H7N1O5 + C3H8O3Si1 -> C8H15N1O8Si1 + [13]C1C-1 -> [13]C1C7H15N1O8Si1"
2869,145.0631,4.21,5.09,"Artifact","Ring_artifact_[13]C1C7H16O2",-0.16,"Caprylic acid C8H16O2 + [13]C1C-1 -> [13]C1C7H16O2 + Ring_artifact -> Ring_artifact_[13]C1C7H16O2"
2870,512.1899,2.35,4.67,"Putative metabolite","C28Cl1H33N2O3S1",0.28,"Buclizine C28Cl1H33N2 + O3S1 -> C28Cl1H33N2O3S1"
2871,348.1021,16.26,4.71,"Artifact","C8H24N2O9Si2",-0.19,"Ornithine C5H12N2O2 + H4O4Si1 -> C5H16N2O6Si1 + C3H8O3Si1 -> C8H24N2O9Si2"
2872,368.121,13.76,4.66,"Artifact","C12H21K1N6O5",0.14,"Arginyl-Glutamic acid C11H21N5O5 + C1H1N1 -> C12H22N6O5 + H-1K1 -> C12H21K1N6O5"
2873,151.988,2.93,4.87,"Artifact","Ring_artifact_C8H8O3",-0.15,"p-Hydroxyphenylacetic acid C8H8O3 + Ring_artifact -> Ring_artifact_C8H8O3"
2874,277.1184,2.15,4.69,"Unknown","Unknown",-0.08,"Unknown"
2875,277.1159,13.62,4.5,"Metabolite","C11H19N1O7",0.91,"N-(1-Deoxy-1-fructosyl)proline C11H19N1O7"
2876,348.1104,13.34,4.73,"Putative metabolite","C12H20N4O6S1",-0.13,"Histidinyl-Isoleucine C12H20N4O3 + O3S1 -> C12H20N4O6S1"
2877,164.1306,2.94,4.71,"Unknown","Unknown",-0.14,"Unknown"
2878,162.0509,7.13,4.74,"Artifact","[13]C1C8H7N1O2",0.82,"2-Indolecarboxylic acid C9H7N1O2 + [13]C1C-1 -> [13]C1C8H7N1O2"
2879,591.8393,13.9,4.61,"Artifact","[41]K1C7H16K3O17P2",-0.14,"H3PO4 dimer H6O8P2 + C2H4O2 + Peak 1397 -> C7H16K4O17P2 + [41]K1K-1 -> [41]K1C7H16K3O17P2"
2880,131.9361,13.02,4.46,"Unknown","Unknown",-0.18,"Unknown"
2881,131.9362,13.42,4.47,"Artifact","Ring_artifact_C4H8N2O3",-0.18,"Ureidopropionic acid C4H8N2O3 + Ring_artifact -> Ring_artifact_C4H8N2O3"
2882,560.175,2.35,4.73,"Artifact","C25H36O10S2",-0.02,"Genipinic acid C11H14O6 + Peak 540 -> C24H34O7S2 + C1H2O3 -> C25H36O10S2"
2883,201.0095,3.72,4.77,"Putative metabolite","C7H7N1O4S1",0.39,"2-Furoylglycine C7H7N1O4 + S1 -> C7H7N1O4S1"
2884,331.1685,13.66,4.67,"Artifact","[13]C1C11H22N6O5",0.07,"Arginyl-Glutamic acid C11H21N5O5 + C1H1N1 -> C12H22N6O5 + [13]C1C-1 -> [13]C1C11H22N6O5"
2885,806.4944,7.06,4.64,"Metabolite","C41H75O13P1",0.16,"PI(16:0/16:2(9Z,12Z)) C41H75O13P1"
2886,446.9517,13.82,4.62,"Artifact","C6H16K2N3O11P1S1",0.07,"Citrulline C6H13N3O3 + H1K1O4S1 -> C6H14K1N3O7S1 + H2K1O4P1 -> C6H16K2N3O11P1S1"
2887,304.1117,13.58,4.78,"Artifact","[13]C1C8H22N1O8P1",-0.14,"Peak 115 C7H18N1O6P1 + [13]C1C-1 -> [13]C1C6H18N1O6P1 + C2H4O2 -> [13]C1C8H22N1O8P1"
2888,286.1617,16.25,4.81,"Unknown","Unknown",-0.08,"Unknown"
2889,312.5884,14.17,4.57,"Unknown","Unknown",-0.08,"Unknown"
2890,214.1317,9.82,4.76,"Metabolite","C10H18N2O3",0.2,"Dethiobiotin C10H18N2O3"
2891,214.1316,8.69,3.86,"Metabolite","C10H18N2O3",0.67,"Dethiobiotin C10H18N2O3"
2892,555.3437,7.09,4.72,"Artifact","[13]C2C24H52N1O9P1",1.76,"Peak 315 C26H52N1O9P1 + [13]C1C-1 -> [13]C1C25H52N1O9P1 + [13]C1C-1 -> [13]C2C24H52N1O9P1"
2893,478.0486,13.88,4.67,"Artifact","C12H24K1O15P1",0.81,"Melibiose C12H22O11 + H2K1O4P1 -> C12H24K1O15P1"
2894,214.1065,9.7,4.75,"Putative metabolite","C8H14N4O3",0.42,"2-(3-Carboxy-3-aminopropyl)-L-histidine C10H16N4O4 - C2H2O1 -> C8H14N4O3"
2895,214.1066,9.99,4.75,"Putative metabolite","C8H14N4O3",-0.05,"2-(3-Carboxy-3-aminopropyl)-L-histidine C10H16N4O4 - C2H2O1 -> C8H14N4O3"
2896,571.7436,13.9,4.49,"Artifact","[41]K1C4H8K4O16P1S1",0.21,"KHSO4 H1K1O4S1 + C2H3K1O2 + Peak 827 -> C4H8K5O16P1S1 + [41]K1K-1 -> [41]K1C4H8K4O16P1S1"
2897,454.9117,13.91,4.68,"Artifact","[13]C1C6H14K3O13P1",-0.05,"CH3COOK C2H3K1O2 + C2H4O2 + Peak 173 -> C7H14K3O13P1 + [13]C1C-1 -> [13]C1C6H14K3O13P1"
2898,172.0371,11.7,4.52,"Putative metabolite","C7H8O5",0.43,"N-Acetyl-L-glutamate 5-semialdehyde C7H11N1O4 - H3N1O-1 -> C7H8O5"
2899,132.0753,13.64,4.69,"Artifact","Ring_artifact_C5H12N2O2",-0.18,"Ornithine C5H12N2O2 + Ring_artifact -> Ring_artifact_C5H12N2O2"
2900,202.0953,12.81,4.21,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2901,202.0953,8.47,4.13,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2902,202.0953,11.89,4,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2903,202.0953,9.68,4.75,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2904,202.0953,11.29,4.18,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2905,202.0953,9.94,4.75,"Metabolite","C8H14N2O4",0.28,"Alanyl-Hydroxyproline C8H14N2O4"
2906,263.0833,13.4,4.6,"Artifact","[13]C1C8H14N2O7",0.59,"L-beta-aspartyl-L-glutamic acid C9H14N2O7 + [13]C1C-1 -> [13]C1C8H14N2O7"
2907,229.0745,13.38,5.22,"Artifact","C7H16N1Na1O4Si1",0.56,"Peak 86 C5H13N1O2Si1 + C2H3Na1O2 -> C7H16N1Na1O4Si1"
2908,229.0715,14.35,4.73,"Artifact","C6H16N1O6P1",0.1,"Phosphodimethylethanolamine C4H12N1O4P1 + C2H4O2 -> C6H16N1O6P1"
2909,385.1041,13.03,4.71,"Putative metabolite","C15H20N3O7P1",-0.55,"Threoninyl-Tryptophan C15H19N3O4 + H1O3P1 -> C15H20N3O7P1"
2910,157.605,13.89,4.72,"Unknown","Unknown",-0.15,"Unknown"
2911,731.4738,3.04,4.69,"Metabolite","C38H70N1O10P1",-0.09,"PS(14:0/18:2(9Z,12Z)) C38H70N1O10P1"
2912,186.1003,11.99,4.76,"Metabolite","C8H14N2O3",0.76,"Alanyl-Proline C8H14N2O3"
2913,153.0303,9,4.78,"Artifact","[15]N1C5H4N3O2",1.05,"Xanthine C5H4N4O2 + [15]N1N-1 -> [15]N1C5H4N3O2"
2914,333.0663,5.02,4.72,"Artifact","C11Cl1H16N5O3S1",-0.19,"5'-Methylthioadenosine C11H15N5O3S1 + Cl1H1 -> C11Cl1H16N5O3S1"
2915,145.72,13.39,4.64,"Unknown","Unknown",-0.16,"Unknown"
2916,205.9204,14.4,4.78,"Unknown","Unknown",-0.11,"Unknown"
2917,116.0603,11.96,4.75,"Unknown","Unknown",-0.2,"Unknown"
2918,364.0984,14.82,4.78,"Artifact","C12H21Na1O11",-0.67,"Melibiose C12H22O11 + H-1Na1 -> C12H21Na1O11"
2919,214.971,13,4.18,"Putative metabolite","C7H5N1O3S2",0.39,"5,7-Dihydro-2-methylthieno[3,4-d]pyrimidine C7H8N2S1 + O3S1 -> C7H8N2O3S2 - H3N1 -> C7H5N1O3S2"
2920,462.3192,2.68,4.53,"Artifact","C24H46O8",0.15,"Peak 930 C23H44O6 + C1H2O2 -> C24H46O8"
2921,203.0558,10.75,4.79,"Artifact","C9H10N1Na1O3",0.19,"L-Tyrosine C9H11N1O3 + H-1Na1 -> C9H10N1Na1O3"
2922,201.1112,13.63,4.65,"Artifact","C8H15N3O3",0.7,"D-Alanyl-D-alanine C6H12N2O3 + C2H3N1 -> C8H15N3O3"
2923,203.0582,3.63,3.83,"Metabolite","C11H9N1O3",0.21,"Indolepyruvate C11H9N1O3"
2924,280.1997,11.21,4.73,"Unknown","Unknown",-0.08,"Unknown"
2925,520.3761,2.67,4.47,"Metabolite","C31H52O6",0.56,"Cyclopassifloic acid B C31H52O6"
2926,154.054,2.92,4.56,"Artifact","[13]C2C6H8O3",0.35,"p-Hydroxyphenylacetic acid C8H8O3 + [13]C1C-1 -> [13]C1C7H8O3 + [13]C1C-1 -> [13]C2C6H8O3"
2927,381.3011,6.98,4.74,"Unknown","Unknown",-0.06,"Unknown"
2928,336.2132,4.18,4.46,"Artifact","[13]C1C18H29N1O4",-0.56,"Peak 1010 C19H29N1O4 + [13]C1C-1 -> [13]C1C18H29N1O4"
2929,255.998,13.45,4.56,"Artifact","C3H9N2Na1O8S1",-1.05,"Peak 3412 C3H9N1O5S1 + N1Na1O3 -> C3H9N2Na1O8S1"
2930,129.0557,13.4,4.7,"Artifact","Ring_artifact_C5H7N1O3",-0.18,"Pyroglutamic acid C5H7N1O3 + Ring_artifact -> Ring_artifact_C5H7N1O3"
2931,147.1283,13.37,4.77,"Artifact","Ring_artifact_[13]C1C4H10N2O3",-0.16,"L-Glutamine C5H10N2O3 + [13]C1C-1 -> [13]C1C4H10N2O3 + Ring_artifact -> Ring_artifact_[13]C1C4H10N2O3"
2932,268.1157,7.62,4.79,"Artifact","C10H20O8",0.44,"Ethyl beta-D-glucopyranoside C8H16O6 + C2H4O2 -> C10H20O8"
2933,268.1157,7.34,4.79,"Artifact","C10H20O8",0.44,"Ethyl beta-D-glucopyranoside C8H16O6 + C2H4O2 -> C10H20O8"
2934,326.0727,7.6,4.69,"Artifact","C11H15N2Na1O8",-0.28,"Uridine C9H12N2O6 + C2H3Na1O2 -> C11H15N2Na1O8"
2935,251.1116,12.98,4.67,"Artifact","C8H17N3O6",0.54,"N6-Acetyl-L-lysine C8H16N2O3 + H1N1O3 -> C8H17N3O6"
2936,354.0845,13.68,4.66,"Artifact","C10H18N4O8S1",0.1,"Peak 2859 C10H15N3O8S1 + H3N1 -> C10H18N4O8S1"
2937,174.0835,16.81,4.55,"Artifact","Ring_artifact_C6H14N4O2",-0.14,"L-Arginine C6H14N4O2 + Ring_artifact -> Ring_artifact_C6H14N4O2"
2938,275.2097,3.01,4.73,"Artifact","C14H29N1O4",-0.15,"Heptanoylcholine C12H25N1O2 + C2H4O2 -> C14H29N1O4"
2939,195.1186,4.34,4.67,"Artifact","[13]C1C7H18O5",0.92,"Tetraethylene glycol C8H18O5 + [13]C1C-1 -> [13]C1C7H18O5"
2940,422.1797,2.08,4.23,"Artifact","C18H34O7S1Si1",-0.59,"2-Dodecylbenzenesulfonic acid C18H30O3S1 + H4O4Si1 -> C18H34O7S1Si1"
2941,175.9411,13.49,4.63,"Artifact","Ring_artifact_[13]C1C5H13N3O3",-0.13,"Citrulline C6H13N3O3 + [13]C1C-1 -> [13]C1C5H13N3O3 + Ring_artifact -> Ring_artifact_[13]C1C5H13N3O3"
2942,229.1758,2.76,4.59,"Artifact","[13]C1C12H24O3",0.43,"11-Hydroxy-9-tridecenoic acid C13H24O3 + [13]C1C-1 -> [13]C1C12H24O3"
2943,290.0627,8.68,4.71,"Artifact","C10H11N4Na1O5",0.05,"Inosine C10H12N4O5 + H-1Na1 -> C10H11N4Na1O5"
2944,299.158,11.36,4.7,"Artifact","C11H25N1O8",0.06,"Peak 4644 C12H25N1O10 - C1O2 -> C11H25N1O8"
2945,92.02934,2.6,6.08,"Unknown","Unknown",-0.04,"Unknown"
