name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
NADH,NADH,NADH,HMDB0001487,928,16908,C00004,3687,C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C4N=CN=C5N)O)O)O)O,6.33,12.86,12.38761747,9.15,12.33,12.58,15.2,,C21H29N7O14P2,665.1247717,12
NADP,NADP,NADP,HMDB0000217,5886,18009,C00006,5227,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)N,6.8,13.82,13.31235407,12.64,13.43,12.48,,,C21H28N7O17P3,743.075452,13
NADPH,NADPH,NADPH,HMDB0000221,22833512,16474,C00005,3691,C1C=CN(C=C1C(=O)N)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC[C@H]3[C@@H]([C@@H]([C@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O,6.34,13.61,13.11006794,11.53,13.27,13.06,,,C21H30N7O17P3,745.091102,12
nicotinamide,nicotinamide,Niacinamide,HMDB0001406,936,17154,C00153,1497,C1=CC(=CN=C1)C(=O)N,2.98,4.26,4.103518695,,6.5,,,,C6H6N2O1,122.0480128,5
nicotinate,nicotinate,Nicotinic acid,HMDB0001488,938,15940,C00253,6272,C1=CC(=CN=C1)C(=O)O,4.2,7.11,6.848830497,,,11.18,14.06,,C6H5N1O2,123.0320284,5
O-acetyl-L-serine,O-acetyl-L-serine,O-Acetylserine,HMDB0003011,99478,17981,C00979,3270,CC(=O)OC[C@@H](C(=O)O)N,,10.2,9.825326452,,,,,,C5H9N1O4,147.0531578,2
o-Cresol,o-Cresol,o-Cresol,HMDB0002055,335,28054,C01542,,CC1=CC=CC=C1O,1.83,2.22,2.138453404,,2.27,14.66,17.54,,C7H8O1,108.0575149,4
O-Phosphoethanolamine,O-Phosphoethanolamine,O-Phosphoethanolamine,HMDB0000224,1015,17553,C00346,5233,C(COP(=O)(O)O)N,8.27,14.15,13.63023228,,13.8,3.42,,,C2H8N1O4P1,141.0190942,0
ornithine,ornithine,Ornithine,HMDB0000214,6262,15729,C00077,27,C(C[C@@H](C(=O)O)N)CN,,16.6,15.99023717,,,,,,C5H12N2O2,132.0898776,1
orotate,orotate,Orotic acid,HMDB0000226,967,16742,C00295,318,C1=C(NC(=O)NC1=O)C(=O)O,4.81,7.85,7.561648299,,7.25,9.83,12,,C5H4N2O4,156.0171066,5
p-Cresol,p-Cresol,p-Cresol,HMDB0001858,2879,17847,C01468,4236,CC1=CC=C(C=C1)O,1.91,2.65,2.552658343,,2.5,14.69,17.54,,C7H8O1,108.0575149,4
pantothenate,pantothenate,Pantothenic acid,HMDB0000210,988,7916,C00864,241,CC(C)(CO)C(C(=O)NCCC(=O)O)O,5.56,8.29,7.98548591,,7.91,11.16,13.56,,C9H17N1O5,219.1106727,2
Parahydroxyphenylacetic acid,p-Hydroxyphenylacetic acid,p-Hydroxyphenylacetic acid,HMDB0000020,127,18101,C00642,130,C1=CC(=CC=C1CC(=O)O)O,,2.79,2.687515765,,,,,,C8H8O3,152.0473441,5
PEP,PEP,Phosphoenolpyruvic acid,HMDB0000263,1005,44897,C00074,5264,C=C(C(=O)O)OP(=O)(O)O,,13.69,13.18712933,,,,,,C3H5O6P1,167.9823744,2
Phenylacetylglycine,Phenylacetylglycine,Phenylacetylglycine,HMDB0000821,68144,27480,C05598,4237,C1=CC=C(C=C1)CC(=O)NCC(=O)O,2.24,2.91,2.803107841,2.21,3.88,13.34,16.11,,C10H11N1O3,193.0738932,6
phenylalanine,phenylalanine,L-Phenylalanine,HMDB0000159,6140,17295,C00079,28,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,5.72,8.66,8.341894811,,8.16,7.59,7.58,,C9H11N1O2,165.0789786,5
Phenylethanolamine,Phenylethanolamine,2-Hydroxyphenethylamine,HMDB0001065,1000,16343,C02735,59,C1=CC=C(C=C1)C(CN)O,,7.75,7.465321569,2.37,,15.8,,,C8H11N1O1,137.084064,4
phosphoenolpyruvate,phosphoenolpyruvate,Phosphoenolpyruvic acid,HMDB0000263,1005,44897,C00074,5264,C=C(C(=O)O)OP(=O)(O)O,,13.86,13.35088477,,,,,,C3H5O6P1,167.9823744,2
Phosphoserine,Phosphoserine,Phosphoserine,HMDB0000272,68841,15811,C01005,5270,C([C@@H](C(=O)O)N)OP(=O)(O)O,6.78,13.81,13.3027214,,13.48,,,,C3H8N1O6P1,185.0089235,1
Pimelic acid,Pimelic acid,Pimelic acid,HMDB0000857,385,30531,C02656,3280,C(CCC(=O)O)CCC(=O)O,5.72,12.35,11.89635115,8.09,10.21,12.51,15.29,,C7H12O4,160.0735589,2
proline,proline,L-Proline,HMDB0000162,145742,17203,C00148,29,C1C[C@H](NC1)C(=O)O,6.56,11.81,11.3761868,,11.27,2.22,1.96,,C5H9N1O2,115.0633285,2
propionyl-CoA,propionyl-CoA,Propionyl-CoA,HMDB0001275,439164,15539,C00100,6130,CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,6.31,13.09,12.60916895,,,14.26,,,C24H40N7O17P3S1,823.1414231,10
purine,purine,Purine,HMDB0001366,1044,17258,C15587,6193,C1=C2C(=NC=N1)N=CN2,3.87,6.18,5.952991909,,4.86,6.98,9.98,,C5H4N4,120.0435962,6
Pyridoxal 5-phosphate,Pyridoxal 5-phosphate,Pyridoxal 5'-phosphate,HMDB0001491,1051,18405,C00018,6275,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,6.52,13.79,13.28345606,9.82,,,,,C8H10N1O6P1,247.0245735,5
Pyridoxamine,Pyridoxamine,Pyridoxamine,HMDB0001431,1052,16410,C00534,238,CC1=NC=C(C(=C1O)CN)CO,7.74,12.79,11.94451451,5.68,12.36,1.59,1.81,,C8H12N2O2,168.0898776,4
pyridoxine,pyridoxine,Pyridoxine,HMDB0000239,1054,16709,C00314,5245,CC1=NC=C(C(=C1O)CO)CO,3.89,6.28,6.049318639,,5.19,4.05,4.05,,C8H11N1O3,169.0738932,4
Pyroglutamic acid,Pyroglutamic acid,Pyroglutamic acid,HMDB0000267,7405,18183,C01879,3251,C1CC(=O)N[C@@H]1C(=O)O,5.65,9.03,8.698303712,,8.35,8.86,11.03,,C5H7N1O3,129.0425931,3
Pyrrolidonecarboxylic acid,Pyrrolidonecarboxylic acid,Pyrrolidonecarboxylic acid,HMDB0000805,499,16010,C02237,5769,C1CC(=O)NC1C(=O)O,,9.03,8.698303712,,8.38,8.61,,,C5H7N1O3,129.0425931,3
pyruvate,pyruvate,Pyruvic acid,HMDB0000243,1060,32816,C00022,117,CC(=O)C(=O)O,,4.08,3.930130581,,,9.83,12.17,,C3H4O3,88.01604399,2
quinolinate,quinolinate,Quinolinic acid,HMDB0000232,1066,16675,C03722,330,C1=CC(=C(N=C1)C(=O)O)C(=O)O,,13.3,12.81145508,,,,,,C7H5N1O4,167.0218577,6
riboflavin,riboflavin,Riboflavin,HMDB0000244,493570,17015,C00255,5249,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,,7.8,7.513484934,,7.3,11.54,,,C17H20N4O6,376.1382844,10
Ribose,Ribose,D-Ribose,HMDB0000283,5779,16988,C00121,313,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O,,10.6,10.21063337,,,,,,C5H10O5,150.0528234,1
ribose-phosphate,Ribose 5-phosphate,D-Ribose 5-phosphate,HMDB0001548,439167,52742,C00117,6315,C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O,,13.67,13.16786398,,,14.81,,,C5H11O8P1,230.0191538,1
Ribothymidine,Ribothymidine,Ribothymidine,HMDB0000884,445408,30821,,5843,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,4.2,7.04,6.781401786,2.36,5.82,7.5,,,C10H14N2O6,258.0851862,5
S-adenosyl-L-homoCysteine,S-adenosyl-L-homoCysteine,S-Adenosylhomocysteine,HMDB0000939,439155,16680,C00021,296,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O,,13.37,12.87888379,,,,10.52,,C14H20N6O5S1,384.1215885,8
sarcosine,sarcosine,Sarcosine,HMDB0000271,1088,15611,C00213,51,CNCC(=O)O,6.79,12.62,12.15643332,,12.12,11.18,13.55,,C3H7N1O2,89.04767847,1
Sepiapterin,Sepiapterin,Sepiapterin,HMDB0000238,65253,804632,C00835,5244,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,,7.57,7.291933455,2.64,,,,,C9H11N5O3,237.0861893,7
serine,serine,L-Serine,HMDB0000187,5951,17115,C00065,5203,C([C@@H](C(=O)O)N)O,7.06,13.4,12.90778181,,13.08,2.04,1.79,,C3H7N1O3,105.0425931,1
Serotonin,Serotonin,Serotonin,HMDB0000259,5202,28790,C00780,74,C1=CC2=C(C=C1O)C(=CN2)CCN,6.17,9.53,9.179937361,3.02,9,,,,C10H12N2O1,176.094963,6
shikimate,shikimate,Shikimic acid,HMDB0003070,8742,16119,C00493,338,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,,,10.93308385,,11.17,8.23,7.32,,C7H10O5,174.0528234,3
sn-glycerol-3-phosphate,sn-glycerol-3-phosphate,Glycerol 3-phosphate,HMDB0000126,439162,15978,C00093,5161,C([C@H](COP(=O)(O)O)O)O,,13.56,13.06190458,,,,16.06,,C3H9O6P1,172.0136745,0
Stearic acid,Stearic acid,Stearic acid,HMDB0000827,5281,28842,C01530,189,CCCCCCCCCCCCCCCCCC(=O)O,1.79,2.35,2.263678153,1.2,2.33,,,,C18H36O2,284.2715304,1
Suberic acid,Suberic acid,Suberic acid,HMDB0000893,10457,9300,C08278,4243,C(CCCC(=O)O)CCC(=O)O,2.28,2.92,2.812740514,7.82,,,,,C8H14O4,174.0892089,2
succinate,succinate,Succinic acid,HMDB0000254,1110,15741,C00042,114,C(CC(=O)O)C(=O)O,6.34,,12.10826995,,11.04,11.8,14.45,,C4H6O4,118.0266087,2
Sucrose,Sucrose,Sucrose,HMDB0000258,5988,17992,C00089,137,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,7.16,13.34,12.84998577,7.65,,2.24,1.96,,C12H22O11,342.1162115,2
Tartaric acid,Tartaric acid,Tartaric acid,HMDB0000956,444305,15671,C00898,,O[C@H]([C@@H](O)C(O)=O)C(O)=O,,13.3,12.81145508,9.56,,,,,C4H6O6,150.0164379,2
taurine,taurine,Taurine,HMDB0000251,1123,15891,C00245,31,C(CS(=O)(=O)O)N,6.24,10.78,10.38402149,,10.18,2.11,1.82,,C2H7N1O3S1,125.0146638,0
threonine,threonine,L-Threonine,HMDB0000167,6288,16857,C00188,32,C[C@H]([C@@H](C(=O)O)N)O,6.73,12.97,12.49357687,,12.58,2.14,1.85,,C4H9N1O3,119.0582432,1
thymidine,thymidine,Thymidine,HMDB0000273,5789,17748,C00214,3375,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,3.34,5.27,5.076418667,,4.49,8.03,10.07,,C10H14N2O5,242.0902716,5
thymine,thymine,Thymine,HMDB0000262,1135,17821,C00178,290,CC1=CNC(=O)NC1=O,3.06,4.45,4.286539481,,3.92,6.44,,,C5H6N2O2,126.0429275,4
Tiglic acid,Tiglic acid,Tiglic acid,HMDB0001470,125468,9592,C08279,6261,C/C=C(\C)/C(=O)O,2.99,4.07,3.920497908,,3.89,,13.56,,C5H8O2,100.0524295,2
trans-Glutaconic acid,trans-Glutaconic acid,Glutaconic acid,HMDB0000620,5280498,15670,C02214,5593,C(/C=C/C(=O)O)C(=O)O,,13.51,13.01374121,,,,,,C5H6O4,130.0266087,3
trehalose,trehalose,Trehalose,HMDB0000975,7427,16551,C01083,5913,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,4.57,7.19,6.925891881,,,,,,C12H22O11,342.1162115,2
trehalose-6-Phosphate,trehalose-6-Phosphate,Trehalose 6-phosphate,HMDB0001124,122336,18283,C00689,6019,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)O)O)O)O)O,7.3,13.96,13.4472115,,13.57,8.58,10.98,,C12H23O14P1,422.0825419,2
Tryptamine,Tryptamine,Tryptamine,HMDB0000303,1150,16765,C00398,325,C1=CC=C2C(=C1)C(=CN2)CCN,5.84,8.34,8.033649275,2.18,7.78,,11.78,,C10H12N2,160.1000484,6
tryptophan,tryptophan,L-Tryptophan,HMDB0000929,6305,16828,C00078,5879,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,5.74,8.6,8.284098773,,8.16,9.73,11.81,,C11H12N2O2,204.0898776,7
tyrosine,tyrosine,L-Tyrosine,HMDB0000158,6057,17895,C00082,34,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,6.2,10.73,10.33585812,,10.11,4.48,3.25,,C9H11N1O3,181.0738932,5
UDP,UDP,Uridine 5'-diphosphate,HMDB0000295,6031,17659,C00015,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,,13.88,13.37015011,,13.47,11.78,15.08,,C9H14N2O12P2,404.0021969,5
UDP-D-glucose,UDP-D-glucose,Uridine diphosphate glucose,HMDB0000286,53477679,,C00029,5278,C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O,,13.51,13.01374121,,,,,,C15H24N2O17P2,566.0550203,6
UMP,UMP,Uridine 5'-monophosphate,HMDB0000288,6030,16695,C00105,,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,,13.59,13.0908026,10.15,,,,,C9H13N2O9P1,324.0358665,5
Undecanoic acid,Undecanoic acid,Undecanoic acid,HMDB0000947,8180,32368,C17715,5894,CCCCCCCCCCC(=O)O,,2.54,2.44669894,1.9,2.58,,,,C11H22O2,186.1619799,1
uracil,uracil,Uracil,HMDB0000300,1174,17568,C00106,258,C1=CNC(=O)NC1=O,3.36,5.03,4.845234515,,4.45,2.98,2.22,,C4H4N2O2,112.0272774,4
Uric acid,Uric acid,Uric acid,HMDB0000289,1175,17775,C00366,88,C12=C(NC(=O)N1)NC(=O)NC2=O,,9.19,8.85242648,6.57,8.36,7.79,7.61,,C5H4N4O3,168.02834,6
uridine,uridine,Uridine,HMDB0000296,6029,16704,C00299,90,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,4.94,7.43,7.157076033,,6.33,,,,C9H12N2O6,244.0695361,5
Urocanic acid,Urocanic acid,Urocanic acid,HMDB0000301,736715,30817,C00785,298,C1=C(NC=N1)/C=C/C(=O)O,5.61,8.58,8.264833427,4.58,8.16,6.39,5.67,,C6H6N2O2,138.0429275,5
UTP,UTP,Uridine triphosphate,HMDB0000285,6133,15713,C00075,5277,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,,14.05,13.53390555,13.28,13.72,12.17,15.26,,C9H15N2O15P3,483.9685273,5
valine,valine,L-Valine,HMDB0000883,6287,16414,C00183,5842,CC(C)[C@@H](C(=O)O)N,6.35,11.01,10.60557296,,10.39,2.33,2.05,,C5H11N1O2,117.0789786,1
xanthine,xanthine,Xanthine,HMDB0000292,1188,17712,C00385,82,C1=NC2=C(N1)C(=O)NC(=O)N2,5.52,8.25,7.946955218,,7.57,9.24,,,C5H4N4O2,152.0334254,6
xanthosine,xanthosine,Xanthosine,HMDB0000299,64959,18107,C01762,3408,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,5.67,9,8.669405693,,8.36,,11.5,,C10H12N4O6,284.0756841,7
Xanthurenic acid,Xanthurenic acid,Xanthurenic acid,HMDB0000881,5699,217069,C02470,5841,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,4.04,7.1,6.839197824,,6.48,12.78,15.62,,C10H7N1O4,205.0375077,8
aconitate,aconitate,cis-Aconitic acid,HMDB0000072,643757,32805,C00417,5130,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,,13.67,13.16786398,,,,,,C6H6O6,174.0164379,4
Alloisoleucine,Alloisoleucine,L-Isoleucine,HMDB0000172,6306,17191,C00407,5193,CC[C@H](C)[C@@H](C(=O)O)N,6.03,9.69,9.334060129,4.2,,3.45,,,C6H13N1O2,131.0946287,1
Taurodeoxycholic acid,Taurodeoxycholic acid,Taurodeoxycholic acid,HMDB0000896,2733768,9410,C05463,5853,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,,2.620087054,,,,,,C26H45N1O6S1,499.2967589,5
Ala-Ala,Ala-Ala,D-Alanyl-D-alanine,HMDB0003459,5460362,16576,C00993,6937,C[C@H](C(=O)N[C@H](C)C(=O)O)N,,10.43,10.04687793,4.74,,,,,C6H12N2O3,160.0847923,2
Glycerophosphocholine,Glycerophosphocholine,Glycerophosphocholine,HMDB0000086,71920,16870,C00670,370,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](CO)O,,13.31,12.82108775,8.48,,,,,C8H20N1O6P1,257.1028239,0
oxoadipate,oxoadipate,Oxoadipic acid,HMDB0000225,71,15753,C00322,5234,C(CC(=O)C(=O)O)CC(=O)O,,10.35,9.969816547,,,,,,C6H8O5,160.0371734,3
2-hydroxypyridine,2-hydroxypyridine,2-Hydroxypyridine,HMDB0013751,8871,16540,C02502,,C1=CC(=O)NC=C1,,13.2499,12.76319539,,,,,,C5H5N1O1,95.03711379,4
O-phosphohomoserine,O-phosphohomoserine,O-Phosphohomoserine,HMDB0003484,151187,15961,C01102,,C(COP(=O)(O)O)[C@@H](C(=O)O)N,,14.0775,13.5603954,,,,,,C4H10N1O6P1,199.0245735,1
Glyoxylic acid,Glyoxylic acid,Glyoxylic acid,HMDB0000119,760,16891,C00048,3213,C(=O)C(=O)O,,11.6607,10.68263435,,,,,,C2H2O3,74.00039392,2
2-hydroxyglutarate,2-hydroxyglutarate,D-2-Hydroxyglutaric acid,HMDB0000606,439391,32796,C01087,5581,C(CC(=O)O)[C@H](C(=O)O)O,,12.03,11.58810561,8.99,,,,,C5H8O5,148.0371734,2
N-acetyl-glutamate,N-acetyl-glutamate,N-Acetylglutamic acid,HMDB0001138,185,12575,C00624,6031,CC(=O)NC(CCC(=O)O)C(=O)O,,11.99,11.54957492,8.71,,,,,C7H12O6,192.0633881,3
Thymidine-5-triphosphate,Thymidine 5'-triphosphate,Thymidine 5'-triphosphate,HMDB0001342,64968,18077,C00459,,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,,13.69,13.18712933,,,,,,C10H17N2O14P3,481.9892627,5
phenylpyruvate,phenylpyruvate,Phenylpyruvic acid,HMDB0000205,997,30851,C00166,328,C1=CC=C(C=C1)CC(=O)C(=O)O,,4.03,3.881967216,,,,,,C9H8O3,164.0473441,6
pyridoxamine-5-phosphate,pyridoxamine 5'-phosphate,Pyridoxamine 5'-phosphate,HMDB0001555,1053,18335,C00647,,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,,14.03,13.51464021,,,,,,C8H13N2O5P1,248.056208,4
Quinic acid,Quinic acid,Quinic acid,HMDB0003072,NA,17521,C06746,3329,OC1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O,,10.42,10.03724526,7.35,,,,,C7H12O6,192.0633881,2
Mannitol-1-phosphate,Mannitol-1-phosphate,Mannitol 1-phosphate,HMDB0001530,130418,16298,C00644,6302,C([C@H]([C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)O)O,,13.66,13.15823131,,,,,,C6H15O9P1,262.0453686,0
Cyclic-ADP-ribose,Cyclic-ADP-ribose,NA,NA,NA,,C13050,,C1C2C(C(C(O2)N3C=NC4=C3N=CN(C4=N)C5C(C(C(O5)COP(=O)(OP(=O)(O1)O)O)O)O)O)O,,13.27,12.78255706,9.86,,,,,C15H21N5O13P2,541.0611088,9
5-Methylcytosine,5-Methylcytosine,5-Methylcytosine,HMDB0002894,65040,27551,C02376,3247,CC1=C(NC(=O)N=C1)N,,7.72,7.43642355,2.8,,,,,C5H7N3O1,125.0589119,4
Pipecolate,Pipecolate,Pipecolic acid,HMDB0000070,849,17964,C00408,50,C1CCNC(C1)C(=O)O,,11.61,11.18353334,,,,,,C6H11N1O2,129.0789786,2
Muramic acid,Muramic acid,Muramic acid,HMDB0003254,22833605,28118,C06470,3381,C[C@H](C(=O)O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@H]1O)CO)O)N,,13.09,12.60916895,7.43,,,,,C9H17N1O7,251.1005019,2
Indole-3-acetic acid,Indole-3-acetic acid,Indoleacetic acid,HMDB0000197,802,16411,C00954,5211,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,,3,2.889801898,,,,,,C10H9N1O2,175.0633285,7
Tyramine,Tyramine,Tyramine,HMDB0000306,5610,15760,C00483,60,C1=CC(=CC=C1CCN)O,,9.58,9.228100726,2.86,,,,,C8H11N1O1,137.084064,4
3-Methylindole,3-Methylindole,3-Methylindole,HMDB0000466,6736,9171,C08313,5453,CC1=CNC2=CC=CC=C12,,3,2.889801898,1.13,,,,,C9H9N1,131.0734993,6
2-Oxo-3-phenylpropanoic acid,2-Oxo-3-phenylpropanoic acid,Phenylpyruvic acid,HMDB0000205,997,30851,C00166,328,C1=CC=C(C=C1)CC(=O)C(=O)O,,3,2.889801898,,,,,,C9H8O3,164.0473441,6
Kynurenic acid,Kynurenic acid,Kynurenic acid,HMDB0000715,3845,18344,C01717,5683,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,,4.83,4.652581055,2.35,,,,,C10H7N1O3,189.0425931,8
L-Homoserine,L-Homoserine,L-Homoserine,HMDB0000719,12647,15699,C00263,5687,C(CO)[C@@H](C(=O)O)N,,13.31,12.82108775,,,,,,C4H9N1O3,119.0582432,1
Glycolic acid,Glycolic acid,Glycolic acid,HMDB0000115,757,17497,C00160,3219,C(C(=O)O)O,,9.09,8.75609975,,,,,,C2H4O3,76.01604399,1
Sebacic acid,Sebacic acid,Sebacic acid,HMDB0000792,5192,41865,C08277,4240,C(CCCCC(=O)O)CCCC(=O)O,,11,10.59594029,,,,,,C10H18O4,202.1205091,2
Gentisic acid,Gentisic acid,Gentisic acid,HMDB0000152,3469,17189,C00628,618,C1=CC(=C(C=C1O)C(=O)O)O,,2.53,2.437066267,,,,,,C7H6O4,154.0266087,5
Glycocholic acid,Glycocholic acid,Glycocholic acid,HMDB0000138,23617285,29746,C01921,5169,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C,,7.2,6.935524554,,,,,,C26H43N1O6,465.3090381,6
L-Gulonic acid-lactone,L-Gulonolactone,L-Gulonolactone,HMDB0003466,439373,17587,C01040,,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,,7.64,7.359362166,,,,,,C6H10O6,178.047738,2
3-Methoxytyramine,3-Methoxytyramine,3-Methoxytyramine,HMDB0000022,1669,742324,C05587,5094,COC1=C(C=CC(=C1)CCN)O,,9.13,8.794630442,,,,,,C9H13N1O2,167.0946287,4
DL-5-Hydroxylysine,5-Hydroxylysine,5-Hydroxylysine,HMDB0000450,3032849,18040,C16741,5439,C(C[C@@H](C(=O)O)N)[C@H](CN)O,,16.33,15.730155,,,,,,C6H14N2O3,162.1004423,1
Ureidosuccinic acid (carbamoylAspartate),Ureidosuccinic acid,Ureidosuccinic acid,HMDB0000828,93072,15859,C00438,5791,C([C@@H](C(=O)O)NC(=O)N)C(=O)O,,13.48,12.98484319,,,,,,C5H8N2O5,176.0433214,3
Bilirubin,Bilirubin,Bilirubin,HMDB0000054,5280352,16990,C00486,81,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,,2.29,2.205882115,,,,,,C33H36N4O6,584.2634849,18
L-(?)-3-Phenyllactic acid,DL-3-Phenyllactic acid,Phenyllactic acid,HMDB0000779,3848,25998,C01479,5745,C1=CC=C(C=C1)CC(C(=O)O)O,,2.8,2.697148438,,,,,,C9H10O3,166.0629942,5
?-N-Acetylglucosamine,N-Acetylglucosamine,N-Acetyl-D-glucosamine,HMDB0000215,439174,506227,C00140,3356,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,,10.11,9.738632395,,,,,,C8H15N1O6,221.0899372,2
L-Dopa,L-Dopa,L-Dopa,HMDB0000181,6047,15765,C00355,42,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,,2.74,2.6393524,,,,,,C9H11N1O4,197.0688078,5
Dopamine,Dopamine,Dopamine,HMDB0000073,681,18243,C03758,64,C1=CC(=C(C=C1CCN)O)O,,8.1,7.802465124,4.45,,,,,C8H11N1O2,153.0789786,4
DL-4-Hydroxy-3-methoxymandelic acid,DL-4-Hydroxy-3-methoxymandelic acid,Vanillylmandelic acid,HMDB0000291,736172,1127735,C05584,697,COC1=C(C=CC(=C1)[C@@H](C(=O)O)O)O,,4.34,4.180580079,,,,,,C9H10O5,198.0528234,5
2-Methylmalonic acid,2-Methylmalonic acid,Methylmalonic acid,HMDB0000202,487,30860,C02170,3712,CC(C(=O)O)C(=O)O,,12.98,12.50320954,,,,,,C4H6O4,118.0266087,2
L-Fucose,L-Fucose,L-Fucose,HMDB0000174,17106,2181,C01019,268,C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,,9.06,8.727201731,,,,,,C6H12O5,164.0684735,1
N-Acetylneuraminic acid,N-Acetylneuraminic acid,N-Acetylneuraminic acid,HMDB0000230,445063,45744,C19910,3321,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,,13,12.52247489,,,,,,C11H19N1O9,309.1059812,3
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,HMDB0000440,12122,17445,C05593,5429,C1=CC(=CC(=C1)O)CC(=O)O,,2.86,2.754944476,,,,,,C8H8O3,152.0473441,5
